ARTIST_NAME-SONG_NAME	ARTIST_URL	SONG_NAME	SONG_URL	LYRICS
beatles, the-everybody's trying to be my baby	https://www.azlyrics.com/b/beatles.html	everybody's trying to be my baby	https://www.azlyrics.com/lyrics/beatles/everybodystryingtobemybaby.html	well they took some honey from a tree, dressed it up and they called it me, everybody's trying to be my baby, everybody's trying to be my baby, everybody's trying to be my baby now, woke up last night, half past four, fifty women knocking on my door, everybody's trying to be my baby, everybody's trying to be my baby, everybody's trying to be my baby now, went out last night i didn't stay late, 'fore i got home i had nineteen dates, everybody's trying to be my baby, everybody's trying to be my baby, everybody's trying to be my baby now, went out last night i didn't stay late, 'fore i got home i had nineteen dates, everybody's trying to be my baby, everybody's trying to be my baby, everybody's trying to be my baby now, well they took some honey from a tree, dressed it up and they called it me, everybody's trying to be my baby, everybody's trying to be my baby, everybody's trying to be my baby now
beatles, the-i'm looking through you	https://www.azlyrics.com/b/beatles.html	i'm looking through you	https://www.azlyrics.com/lyrics/beatles/imlookingthroughyou.html	i'm looking through you, where did you go?, i thought i knew you, what did i know?, you don't look different, but you have changed, i'm looking through you, you're not the same, your lips are moving, i cannot hear, your voice is soothing, but the words aren't clear, you don't sound different, i've learned the game, i'm looking through you, you're not the same, why, tell me why, did you not treat me right?, love has a nasty habit of disappearing overnight, you're thinking of me, the same old way, you were above me, but not today, the only difference is you're down there, i'm looking through you, and you're nowhere, why, tell me why, did you not treat me right?, love has a nasty habit of disappearing overnight, i'm looking through you, where did you go, i thought i knew you, what did i know, you don't look different, but you have changed, i'm looking through you, you're not the same, yeah, oh baby i'm changed, ah i'm looking through you, yeah i'm looking through you
beatles, the-got to get you into my life	https://www.azlyrics.com/b/beatles.html	got to get you into my life	https://www.azlyrics.com/lyrics/beatles/gottogetyouintomylife.html	i was alone, i took a ride, i didn't know what i would find there, another road where maybe i could see another kind of mind there, ooh, then i suddenly see you, ooh, did i tell you i need you, every single day of my life, you didn't run, you didn't lie, you knew i wanted just to hold you, and had you gone you knew in time we'd meet again, for i had told you, ooh, you were meant to be near me, ooh, and i want you to hear me, say we'll be together every day, got to get you into my life, what can i do, what can i be, when i'm with you i want to stay there, if i'm true i'll never leave, and if i do i know the way there, ooh, then i suddenly see you, ooh, did i tell you i need you, every single day of my life, got to get you into my life, got to get you into my life, i was alone, i took a ride, i didn't know what i would find there, another road where maybe i could see another kind of mind there, then suddenly i see you, did i tell you i need you, every single day?
beatles, the-and your bird can sing	https://www.azlyrics.com/b/beatles.html	and your bird can sing	https://www.azlyrics.com/lyrics/beatles/andyourbirdcansing.html	you tell me that you've got everything you want, and your bird can sing, but you don't get me, you don't get me, you say you've seen seven wonders and your bird is green, but you can't see me, you can't see me, when your prized possessions start to weigh you down, look in my direction, i'll be 'round, i'll be 'round, when your bird is broken will it bring you down, you may be awoken, i'll be 'round, i'll be 'round, you tell me that you've heard every sound there is, and your bird can swing, but you can't hear me, you can't hear me
beatles, the-taxman	https://www.azlyrics.com/b/beatles.html	taxman	https://www.azlyrics.com/lyrics/beatles/taxman.html	1,2,3,4, hrmm!, 1,2. 1,2,3,4. let me tell you how it will be, there's one for you, nineteen for me, cos i'm the taxman, yeah, i'm the taxman, should five per cent appear too small, be thankful i don't take it all, cos i'm the taxman, yeah i'm the taxman, if you drive a car, i'll tax the street, if you try to sit, i'll tax your seat, if you get too cold i'll tax the heat, if you take a walk, i'll tax your feet, taxman!, cos i'm the taxman, yeah i'm the taxman, don't ask me what i want it for, if you don't want to pay some more, cos i'm the taxman, yeah, i'm the taxman, now my advice for those who die, declare the pennies on your eyes, cos i'm the taxman, yeah, i'm the taxman, and you're working for no one but me, taxman!
beatles, the-eleanor rigby	https://www.azlyrics.com/b/beatles.html	eleanor rigby	https://www.azlyrics.com/lyrics/beatles/eleanorrigby.html	ah, look at all the lonely people, ah, look at all the lonely people, eleanor rigby picks up the rice in the church where a wedding has been, lives in a dream, waits at the window, wearing the face that she keeps in a jar by the door, who is it for?, all the lonely people, where do they all come from?, all the lonely people, where do they all belong?, father mckenzie writing the words of a sermon that no one will hear, no one comes near, look at him working, darning his socks in the night when there's nobody there, what does he care?, all the lonely people, where do they all come from?, all the lonely people, where do they all belong?, ah, look at all the lonely people, ah, look at all the lonely people, eleanor rigby died in the church and was buried along with her name, nobody came, father mckenzie wiping the dirt from his hands as he walks from the grave, no one was saved, all the lonely people, where do they all come from?, all the lonely people, where do they all belong?
beatles, the-i'm only sleeping	https://www.azlyrics.com/b/beatles.html	i'm only sleeping	https://www.azlyrics.com/lyrics/beatles/imonlysleeping.html	when i wake up early in the morning, lift my head, i'm still yawning, when i'm in the middle of a dream, stay in bed, float up stream, please, don't wake me, no, don't shake me, leave me where i am, i'm only sleeping, everybody seems to think i'm lazy, i don't mind, i think they're crazy, running everywhere at such a speed, till they find there's no need, please, don't spoil my day, i'm miles away, and after all i'm only sleeping, keeping an eye on the world going by my window, taking my time, lying there and staring at the ceiling, waiting for a sleepy feeling. please, don't spoil my day, i'm miles away, and after all i'm only sleeping, ooh yeah, keeping an eye on the world going by my window, taking my time, when i wake up early in the morning, lift my head, i'm still yawning, when i'm in the middle of a dream, stay in bed, float up stream, please, don't wake me, no, don't shake me, leave me where i am, i'm only sleeping
beatles, the-she's a woman	https://www.azlyrics.com/b/beatles.html	she's a woman	https://www.azlyrics.com/lyrics/beatles/shesawoman.html	my love don't give me presents, i know that she's no peasant, only ever has to give me, love forever and forever, my love don't give me presents, turn me on when i get lonely, people tell me that she's only, fooling, i know she isn't, she don't give the boys the eye, she hates to see me cry, she is happy just to hear me say, that i will never leave her, she don't give the boys the eye, she will never make me jealous, gives me all her time as well as, loving, don't ask me why, she's a woman who understands, she's a woman who loves her man, my love don't give me presents, i know that she's no peasant, only ever has to give me love, forever and forever, my love don't give me presents, turn me on when i get lonely, people tell me that she's only, fooling, i know she isn't, she's a woman who understands, she's a woman who loves her man, my love don't give me presents, i know that she's no peasant, only ever has to give me, love forever and forever, my love don't give me presents, turn me on when i get lonely, people tell me that she's only, fooling, i know she isn't, she's a woman, she's a woman, she's a woman, she's a woman
beatles, the-i am the walrus	https://www.azlyrics.com/b/beatles.html	i am the walrus	https://www.azlyrics.com/lyrics/beatles/i-am-the-walrus.html	i am he, as you are he, as you are me, and we are all together, see how they run, like pigs from a gun, see how they fly, i'm crying, sitting on a cornflake, waiting for the van to come, corporation tee shirt, stupid bloody tuesday, man, you been a naughty bo, you let your face grow long, i am the eggman, they are the eggmen, i am the walrus, goo goo g' joob, mister city p'liceman sitting pretty, little p'licemen in a row, see how they fly, like lucy in the sky, see how they run, i'm crying, i'm crying, i'm crying, i'm crying, yellow matter custard, dripping from a dead dog's eye, crabalocker fishwife pornographic priestess, boy you been a naughty girl, you let your knickers down, i am the eggman, they are the eggmen, i am the walrus, goo goo g' joob, sitting in an english, garden waiting for the sun, if the sun don't come, you get a tan from standing in the english rain, i am the eggman, they are the eggmen, i am the walrus, goo goo g' joob g' goo goo g' joob, expert texpert choking smokers, don't you think the joker laughs at you?, see how they smile, like pigs in a sty, see how they snied, i'm crying, semolina pilchards, climbing up the eiffel tower, element'ry penguin singing hare krishna, man, you should have seen them kicking edgar allan poe, i am the eggman, they are the eggmen, i am the walrus, goo goo g' joob, goo goo g' joob, g' goo goo g' joob, goo goo g' joob, goo goo g' goo g' goo goo g' joob joob.
beatles, the-your mother should know	https://www.azlyrics.com/b/beatles.html	your mother should know	https://www.azlyrics.com/lyrics/beatles/yourmothershouldknow.html	let's all get up and dance to a song, that was a hit before your mother was born, though she was born a long, long time ago, your mother should know, your mother should know, sing it again, let's all get up and dance to a song, that was a hit before your mother was born, though she was born a long, long time ago, your mother should know, your mother should know, lift up your hearts and sing me a song, that was a hit before your mother was born, though she was born a long, long time ago, your mother should know, your mother should know, your mother should know, your mother should know, sing it again, da da da da. though she was born a long, long time ago, your mother should know, your mother should know, your mother should know, your mother should know, your mother should know, your mother should know
beatles, the-hello, goodbye	https://www.azlyrics.com/b/beatles.html	hello, goodbye	https://www.azlyrics.com/lyrics/beatles/hellogoodbye.html	you say yes, i say no, you say stop and i say go go go, oh no, you say goodbye and i say hello, hello hello, i don't know why you say goodbye, i say hello, hello hello, i don't know why you say goodbye, i say hello, i say high, you say low, you say why and i say i don't know, oh no, you say goodbye and i say hello, hello hello, i don't know why you say goodbye, i say hello, hello hello, i don't know why you say goodbye, i say hello/goodbye, why why why why why why do you say goodbye goodbye, oh no?, you say goodbye and i say hello, hello hello, i don't know why you say goodbye, i say hello, hello hello, i don't know why you say goodbye, i say hello, you say yes i say no, you say stop and i say go go go, oh, oh no, you say goodbye and i say hello, hello hello, i don't know why you say goodbye, i say hello, hello hello, i don't know why you say goodbye, i say hello, hello hello, i don't know why you say goodbye, i say hello hello, hela heba helloa, hela heba helloa, cha cha cha, hela heba helloa, wooo, hela heba helloa, hela, hela heba helloa, cha cha cha, hela heba helloa, wooo, hela heba helloa, cha cah cah
beatles, the-for you blue	https://www.azlyrics.com/b/beatles.html	for you blue	https://www.azlyrics.com/lyrics/beatles/foryoublue.html	, because you're sweet and lovely girl i love you, because you're sweet and lovely girl it's true, i love you more than ever girl i do, i want you in the morning girl i love you, i want you at the moment i feel blue, i'm living every moment girl for you, (walk, walk cat walk. go, johnny, go. same old the twelve bar blues. elmore james got nothing on this baby.), i've loved you from the moment i saw you, you looked at me that's all you had to do, i feel it now i hope you feel it too, because you're sweet and lovely girl i love you, because you're sweet and lovely girl it's true, i love you more than ever girl i do, rhythm and blues
beatles, the-medley: rip it up / shake, rattle and roll / blue suede shoes	https://www.azlyrics.com/b/beatles.html	medley: rip it up / shake, rattle and roll / blue suede shoes	https://www.azlyrics.com/lyrics/beatles/medleyripitupshakerattleandrollbluesuedeshoes.html	i don't care if i spent my dough, night gonna be, gonna rock it up, gonna shake it up, gonna roll it up, have 'em ball tonight. rattle and roll, i said shake rattle and roll, well you never done nothing, to save your doggone soul. well get out of that kitchen, and shake those pots and pans. i said get out of that kitchen, and shake those pots and pans. i said to my soul: you're the devil in a frying pan. well i said shake rattle and roll, i said shake rattle and roll, i said shake rattle and roll, i said shake rattle and roll. well you never done nothing, to save your doggone soul. you can knock me down, slap my face, slander my name, all over the place. do anything that you want to do, but oh oh honey, lay off of them shoes. now don't you step, on my blue suede shoes. well you can do anything, but lay off of them blue suede shoes. ah go!, you can burn my house, steal my car, drink my liquor, from an old fruit jar. do anything, that you want to do, but ah ah honey, lay off of them shoes. and don't you step, on my blue suede shoes, please. well you can do anything, but lay off of them blue suede shoes. ah go, hit it, carl!, well blue blue, blue suede shoes. yeah blue blue, blue suede shoes. babe blue blue, blue suede shoes. yeah brown brown, brown suede boots. well do anything, but lay off of them blue suede shoes.
beatles, the-the long and winding road	https://www.azlyrics.com/b/beatles.html	the long and winding road	https://www.azlyrics.com/lyrics/beatles/thelongandwindingroad115934.html	the long and winding road that leads to your door, will never disappear, i've seen that road before, it always leads me here, lead me to your door, the wild and windy night that the rain washed away, has left a pool of tears, crying for the day, why leave me standing here, let me know the way, many times i've been alone, and many times i've cried, any way you'll never know the many ways i've tried, and still they lead me back to the long winding road, you left me standing here a long, long time ago, don't leave me waiting here, lead me to your door, many times i've been alone, and many times i've cried, any way you'll never know the many ways i've tried, but still they lead me back to the long winding road, you left me standing here a long, long time ago, don't keep me waiting here, lead me to your door, yeah, yeah, yeah, yeah
beatles, the-oh! darling	https://www.azlyrics.com/b/beatles.html	oh! darling	https://www.azlyrics.com/lyrics/beatles/ohdarling.html	oh! darling, please believe me, i'll never do you no harm, believe me when i tell you, i'll never do you no harm, oh! darling, if you leave me, i'll never make it alone, believe me when i beg you, ooh, don't ever leave me alone, when you told me, you didn't need me anymore, well you know i nearly broke down and cried, when you told me, you didn't need me anymore, well you know i nearly broke down and died, oh! darling, if you leave me, i'll never make it alone, believe me when i tell you, i'll never do you no harm, believe me darling, when you told me, ooh, you didn't need me anymore, well you know i nearly broke down and cried, when you told me, you didn't need me anymore, well you know i nearly broke down and died, oh! darling, please believe me, i'll never let you down, oh, believe me darling, believe me when i tell you, ooh, i'll never do you no harm
beatles, the-all things must pass	https://www.azlyrics.com/b/beatles.html	all things must pass	https://www.azlyrics.com/lyrics/beatles/allthingsmustpass.html	sunrise doesn't last all morning, a cloudburst doesn't last all day, seems my love is up, and has left you with no warning, but it's not always going to be this grey, all things must pass, all things must pass away, sunset doesn't last all evening, a mind can blow those clouds away, after all this my love is up, and must be leaving, it has not always been this grey, all things must pass, all things must pass away, all things must pass, none of life's strings can last, so i must be on my way, and face another day, now the darkness only stays at nighttime, in the morning it will fade away, daylight is good, at arriving at the right time, it's not always going to be this grey, all things must pass, all things must pass away, all things must pass, all things must pass away
beatles, the-the end	https://www.azlyrics.com/b/beatles.html	the end	https://www.azlyrics.com/lyrics/beatles/theend.html	oh yeah, all right, are you going to be in my dreams, tonight?, and in the end, the love you take, is equal to the love, you make
beatles, the-can you take me back	https://www.azlyrics.com/b/beatles.html	can you take me back	https://www.azlyrics.com/lyrics/beatles/canyoutakemeback.html	oh no brother, can you take me, can you take me by the hand?, oh no brother, can you take me, can you take me by the hand?, ooh you grubber, take the bottle, ooh will you take me back?, can you take me, can you take me, can you take me back?, anybody, can you take me, can you take me back?, take me back to where i came from, ooh take me back, i am happy here my honey, can you take me back?, i am happy here my honey, can you take me back?, can you take me, can you take me, can you take me back?, i am happy here honey, can you take me back?, can you take me back where i came from, can you take me back?, can you take me back where i came from, can you take me back?, are you happy living here honey, honey can you take me back?, i am happy living here baby, only can you take me back?, can you take me me back where i came from, can you take me back?, can you take me be back where i came from, brother can you take me back?, can you take me back?, mm, can you take me where i came from?, can you take me back?
bob dylan-she's no good	https://www.azlyrics.com/d/dylan.html	she's no good	https://www.azlyrics.com/lyrics/bobdylan/shesnogood.html	well i don't know why i love you like i do, nobody in the world can get along with you. you got the ways of a devil sleeping in a lion's den, i come home last night you wouldn't even let me in. well sometimes you're as sweet as anybody want to be, when you get a crazy notion of jumpin' all over me, well you give me the blues i guess you're satisfied, an' you give me the blues i wanna lay down and die. i helped you when you had no shoes on your feet, pretty mama, i helped you when you had no food to eat. you're the kind of woman i just don't understand, you're takin' all my money and give it to another man. well you're the kinda woman makes a man lose his brain, you're the kinda woman drives a man insane, you give me the blues, i guess you're satisfied, you give me the blues, i wanna lay down and die, well you give me the blues, i wanna lay down and die
bob dylan-in my time of dyin'	https://www.azlyrics.com/d/dylan.html	in my time of dyin'	https://www.azlyrics.com/lyrics/bobdylan/inmytimeofdyin.html	well, in my time of dying don't want nobody to mourn, all i want for you to do is take my body home, well, well, well, so i can die easy, well, well, well, well, well, well, so i can die easy, jesus gonna make up, jesus gonna make up, jesus gonna make up my dying bed, well, meet me jesus, meet me, meet me, in the middle of the air, if these wings should fail to me, lord, won't you meet me with another pair, well, well, well, so i can die easy, well, well, well, well, well, well, so i can die easy, jesus gonna make up, jesus gonna make up, jesus gonna make up my dying bed, lord, in my time of dying don't want nobody to cry, all i want you to do is take me when i die, well, well, well, so i can die easy, well, well, well, well, well, well, so i can die easy, jesus gonna make up, jesus gonna make up, jesus gonna make up my dying bed
bob dylan-man of constant sorrow	https://www.azlyrics.com/d/dylan.html	man of constant sorrow	https://www.azlyrics.com/lyrics/bobdylan/manofconstantsorrow.html	i am a man of constant sorrow, i've seen trouble all my days, i'll say goodbye to colorado, where i was born and partly raised, your mother says that i'm a stranger, a face you'll never see no more, but here's one promise to ya, i'll see you on god's golden shore, through this open world i'm a-bound to ramble, through ice and snow, sleet and rain, im a-bound to ride that mornin' railroad, perhaps i'll die upon that train, i'm a-goin' back to colorado, the place that i've started from, if i'd knowed how bad you'd treat me, babe, i never would have come
bob dylan-it ain't me babe	https://www.azlyrics.com/d/dylan.html	it ain't me babe	https://www.azlyrics.com/lyrics/bobdylan/itaintmebabe.html	go 'way from my window, leave at your own chosen speed, i'm not the one you want, babe, i'm not the one you need, you say you're lookin' for someone, who's never weak but always strong, to protect you an' defend you, whether you are right or wrong, someone to open each and every door, but it ain't me, babe, no, no, no, it ain't me, babe, it ain't me you're lookin' for, babe. go lightly from the ledge, babe, go lightly on the ground, i'm not the one you want, babe, i will only let you down, you say you're lookin' for someone, who will promise never to part, someone to close his eyes for you, someone to close his heart, someone who will die for you an' more, but it ain't me, babe, no, no, no, it ain't me babe, it ain't me you're lookin' for, babe. go melt back in the night, everything inside is made of stone, there's nothing in here moving, an' anyway i'm not alone, you say you're looking for someone, who'll pick you up each time you fall, to gather flowers constantly, an' to come each time you call, a lover for your life an' nothing more, but it ain't me, babe, no, no, no, it ain't me, babe, it ain't me you're lookin' for, babe.
bob dylan-the times they are a-changin'	https://www.azlyrics.com/d/dylan.html	the times they are a-changin'	https://www.azlyrics.com/lyrics/bobdylan/thetimestheyareachangin.html	come gather 'round people, wherever you roam, and admit that the waters, around you have grown, and accept it that soon, you'll be drenched to the bone, if your time to you, is worth savin', then you better start swimmin', or you'll sink like a stone, for the times they are a-changin', come writers and critics, who prophesize with your pen, and keep your eyes wide, the chance won't come again, and don't speak too soon, for the wheel's still in spin, and there's no tellin' who, that it's namin', for the loser now, will be later to win, for the times they are a-changin', come senators, congressmen, please heed the call, don't stand in the doorway, don't block up the hall, for he that gets hurt, will be he who has stalled, there's a battle outside, and it is ragin', it'll soon shake your windows, and rattle your walls, for the times they are a-changin', come mothers and fathers, throughout the land, and don't criticize, what you can't understand, your sons and your daughters, are beyond your command, your old road is, rapidly agin', please get out of the new one, if you can't lend your hand, for the times they are a-changin', the line it is drawn, the curse it is cast, the slow one now, will later be fast, as the present now, will later be past, the order is, rapidly fadin', and the first one now, will later be last, for the times they are a-changin'
bob dylan-ballad of hollis brown	https://www.azlyrics.com/d/dylan.html	ballad of hollis brown	https://www.azlyrics.com/lyrics/bobdylan/balladofhollisbrown.html	hollis brown, he lived on the outside of town, hollis brown, he lived on the outside of town, with his wife and five children, and his cabin brokin' down, you looked for work and money, and you walked a rugged mile, you looked for work and money, and you walked a rugged mile, your children are so hungry, that they don't know how to smile, your baby's eyes look crazy, they're a-tuggin' at your sleeve, your baby's eyes look crazy, they're a-tuggin' at your sleeve, you walk the floor and wonder why, with every breath you breathe, the rats have got your flour, bad blood it got your mare, the rats have got your flour, bad blood it got your mare, if there's anyone that knows, is there anyone that cares?, you prayed to the lord above, oh please send you a friend, you prayed to the lord above, oh please send you a friend, your empty pocket tell you, that you ain't a-got no friend, your babies are crying louder now, it's pounding on your brain, your babies are crying louder now, it's pounding on your brain, your wife's screams are stabbin' you, like the dirty drivin' rain, your grass is turning black, there's no water in your well, your grass is turning black, there's no water in your well, your spent your last lone dollar, on seven shotgun shells, way out in the wilderness, a cold coyote calls, way out in the wilderness, a cold coyote calls, your eyes fix on the shotgun, that's hangin' on the wall, your brain is a-bleedin', and your legs can't seem to stand, your brain is a-bleedin', and your legs can't seem to stand, your eyes fix on the shotgun, that you're holdin' in your hand, there's seven breezes a-blowin', all around the cabin door, there's seven breezes a-blowin', all around the cabin door, seven shots ring out, like the ocean's pounding roar, there's seven people dead, on a south dakota farm, there's seven people dead, on a south dakota farm, somewhere in the distance, there's seven new people born
bob dylan-with god on our side	https://www.azlyrics.com/d/dylan.html	with god on our side	https://www.azlyrics.com/lyrics/bobdylan/withgodonourside.html	oh, my name--it ain't nothin', my age--it means less, the country i come from, is called the midwest, i's taught and brought up there, the laws to abide, and that the land that i live in, has god on its side, oh, the history books tell it, they tell it so well, the cavalries charged, the indians fell, the cavalries charged, the indians died, oh, the country was young, with god on its side, the spanish-american, war had its day, and the civil war too, was soon laid away, and the names of the heroes, i's made to memorize, with guns in their hands, and god on their side, the first world war, boys, it came and it went, the reason for fighting, i never did get, but i learned to accept it, accept it with pride, for you don't count the dead, when god's on your side, the second world war, came to an end, we forgave the germans, and then we were friends, though they murdered six million, in the ovens they fried, the germans now too, have god on their side, i've learned to hate the russians, all through my whole life, if another war comes, it's them we must fight, to hate them and fear them, to run and to hide, and accept it all bravely, with god on my side, but now we got weapons, of chemical dust, if fire them we're forced to, then fire them we must, one push of the button, and a shot the world wide, and you never ask questions, when god's on your side, through many dark hour, i've been thinkin' about this, that jesus christ, was betrayed by a kiss, but i can't think for you, you'll have to decide, whether judas iscariot, had god on his side, so now as i'm leavin', i'm weary as hell, the confusion i'm feelin', ain't no tongue can tell, the words fill my head, and they fall to the floor, that if god's on our side, he'll stop the next war
bob dylan-one too many mornings	https://www.azlyrics.com/d/dylan.html	one too many mornings	https://www.azlyrics.com/lyrics/bobdylan/onetoomanymornings.html	down the street the dogs are barkin', and the day is a-gettin' dark, as the night comes in a-fallin', the dogs'll lose their bark, an' the silent night will shatter, from the sounds inside my minds, for i'm one too many mornings, and a thousand miles behind. from the crossroads of my doorstep, my eyes start to fade, as i turn my head back to the room, where my love and i have laid, an' i gaze back to the street, the sidewalk and the sign, and i'm one too many mornings, an' a thousand miles behind. it's a restless hungry feeling, that don't mean no one no good, when ev'rything i'm a-sayin', you can say it just as good, you're right from your side, i'm right from mine, we're both just too many mornings, an' a thousand miles behind.
bob dylan-north country blues	https://www.azlyrics.com/d/dylan.html	north country blues	https://www.azlyrics.com/lyrics/bobdylan/northcountryblues.html	come and gather 'round friends, and i'll tell you a tale, of when the red iron ore pits ran a-plenty, but the cardboard filled windows, and old men on the benches, tell you now that the whole town is empty, in the north end of town, my own children have grown, but i was raised on the other, in the wee hours of youth, my mother took sick, and i was brought up by my brother, the iron ore poured, as the years passed the door, the drag lines and the shovels they was a-humming, 'til one day my brother, failed to come home, the same as my father before him, with a long winter's wait, from the window i watched, my friends they couldn't have been kinder, and my schooling was cut, as i quit in the spring, to marry john thomas, a miner, oh the years passed again, and the givin' was good, with the lunch bucket filled every season, but with three babies born, the work was cut down, to a half-a-day shift with no reason, then the shaft was soon shut, and more work was cut, and the fire in the air, it felt frozen, 'til a man come to speak, and he said in one week, that number eleven was closin', they complained in the east, they are paying too high, they say that your ore ain't worth digging, that it's much cheaper down, in the south american towns, where the miners work almost for nothing, so the mining gate's locked, and the red iron rotted, and the room smelled heavy from drinking, where the sad silent song, made the hour twice as long, as i waited for the sun to go sinking, i lived by the window, as he talked to himself, this silence of tongues it was building, then one morning's wake, the bed it was bare, and i's left alone with three children, the summer is gone, the ground's turning cold, the stores one by one they're a-foldin', my children will go, as soon as they grow, for there ain't nothing here now to hold them
bob dylan-boots of spanish leather	https://www.azlyrics.com/d/dylan.html	boots of spanish leather	https://www.azlyrics.com/lyrics/bobdylan/bootsofspanishleather.html	oh i'm sailin' away my own true love, i'm sailin' away in the morning, is there something i can send you from across the sea, from the place that i'll be landing?, no, there's nothin' you can send me, my own true love, there's nothin' i wish to be ownin', just carry yourself back to me unspoiled, from across that lonesome ocean. oh, but i just thought you might want something fine, made of silver or of golden, either from the mountains of madrid, or from the coast of barcelona?, oh, but if i had the stars from the darkest night, and the diamonds from the deepest ocean, i'd forsake them all for your sweet kiss, for that's all i'm wishin' to be ownin'. that i might be gone a long time, and it's only that i'm askin', is there something i can send you to remember me by, to make your time more easy passin'?, oh, how can, how can you ask me again, it only brings me sorrow, the same thing i want from you today, i would want again tomorrow. i got a letter on a lonesome day, it was from her ship a-sailin', saying i don't know when i'll be comin' back again, it depends on how i'm a-feelin'. well, if you, my love, must think that-a-way, i'm sure your mind is roamin', i'm sure your thoughts are not with me, but with the country to where you're goin'. so take heed, take heed of the western wind, take heed of the stormy weather, and yes, there's something you can send back to me, spanish boots of spanish leather.
bob dylan-when the ship comes in	https://www.azlyrics.com/d/dylan.html	when the ship comes in	https://www.azlyrics.com/lyrics/bobdylan/whentheshipcomesin.html	oh the time will come up, when the winds will stop, and the breeze will cease to be breathin', like the stillness in the wind, 'fore the hurricane begins, the hours when the ship comes ind. and the seas will split, and the ship will hit, and the sands on the shoreline will be shaking, then the tide will sound, and the wind will pound, and the morning will be breaking. oh the fishes will laugh, as they swim out of the path, and the seagulls they'll be smiling, and the rocks on the sand, will proudly stand, the hour that the ship comes in. and the words that are used, for to get the ship confused, will not be understood as they're spoken, for the chains of the sea, will have busted in the night, and will be buried at the bottom of the ocean. a song will lift, as the mainsail shifts, and the boat drifts on to the shoreline, and the sun will respect, every face on the deck, the hour that the ship comes in. then the sands will roll, out a carpet of gold, for your weary toes to be a-touchin', and the ship's wise men, will remind you once again, that the whole wide world is watchin'. oh the foes will rise, with the sleep in their eyes, and they'll jerk from their beds and think they're dreamin', but they'll pinch themselves and squeal, and know that it's for real, the hour that the ship comes in. then they'll raise their hands, sayin' we'll meet all your demands, but we'll shout from the bow your days are numbered, and like pharaoh's tribe, they'll be drownded in the tide, and like goliath, they'll be conquered.
bob dylan-obviously five believers	https://www.azlyrics.com/d/dylan.html	obviously five believers	https://www.azlyrics.com/lyrics/bobdylan/obviouslyfivebelievers.html	early in the mornin', early in the mornin', i'm callin' you to, i'm callin' you to, please come home, yes, i guess, i could make it without you, if i just didn't feel so all alone. don't let me down, don't let me down, i won't let your down, i won't let your down, no i won't, you know i can if you can, honey, but honey, please don't. i got my black dog barkin', black dog barkin', yes, it is now, yes, it is now, outside my yard, yes, i could tell you what he means, if i just didn't have to try so hard. your mama's workin', your mama's moanin', she's cryin' you know, she's cryin' you know, you better go now, well, i'd tell you what she wants, but i just don't know how. fifteen jugglers, fifteen jugglers, five believers, five believers, all dressed like men, tell yo' mama not to worry because, they're just my friends. early in the mornin', early in the mornin', i'm callin' you to, i'm callin' you to, please come home, yes, i guess, i could make it without you, if i just didn't feel so all alone.
bob dylan-sad eyed lady of the lowlands	https://www.azlyrics.com/d/dylan.html	sad eyed lady of the lowlands	https://www.azlyrics.com/lyrics/bobdylan/sadeyedladyofthelowlands.html	with your mercury mouth in the missionary times, and your eyes like smoke and your prayers like rhymes, and your silver cross, and your voice like chimes, oh, who do they think could bury you?, with your pockets well protected at last, and your streetcar visions which you place on the grass, and your flesh like silk, and your face like glass, who could they get to carry you?, sad-eyed lady of the lowlands, where the sad-eyed prophet says that no man comes, my warehouse eyes, my arabian drums, should i put them by your gate, or, sad-eyed lady, should i wait?, with your sheets like metal and your belt like lace, and your deck of cards missing the jack and the ace, and your basement clothes and your hollow face, who among them can think he could outguess you?, with your silhouette when the sunlight dims, into your eyes where the moonlight swims, and your match-book songs and your gypsy hymns, who among them would try to impress you?, sad-eyed lady of the lowlands, where the sad-eyed prophets say that no man comes, my warehouse eyes, my arabian drums, should i put them by your gate, or, sad-eyed lady, should i wait?, the kings of tyrus with their convict list, are waiting in line for their geranium kiss, and you wouldn't know it would happen like this, but who among them really wants just to kiss you?, with your childhood flames on your midnight rug, and your spanish manners, and your mother's drugs, and your cowboy mouth and your curfew plugs, who among them do you think could resist you?, sad-eyed lady of the lowlands, where the sad-eyed prophets say that no man comes, my warehouse eyes, my arabian drums, should i leave them by your gate, or, sad-eyed lady, should i wait?, oh, the farmers and the businessmen they all did decide, to show you where the dead angels are that they used to hide, but why did they pick you to sympathize with their side?, how could they ever mistake you?, they wished you'd accepted the blame for the farm, but with the sea at your feet and the phony false alarm, and with the child of the hoodlum wrapped up in your arms, how could they ever have persuaded you?, sad-eyed lady of the lowlands, where the sad-eyed prophets say that no man comes, my warehouse eyes, my arabian drums, should i leave them by your gate, or, sad-eyed lady, should i wait?, with your sheet-metal memory of cannery row, and your magazine husband who one day just had to go, and your gentleness now, which you just can't help but show, who among them do you think would employ you?, now you stand with your thief, you're on his parole, with your holy medallion and your fingertips now that fold, and your saintlike face and your ghostlike soul, who among them could ever think it could destroy you?, sad-eyed lady of the lowlands, where the sad-eyed prophets say that no man comes, my warehouse eyes, my arabian drums, should i leave them by your gate, or, sad-eyed lady, should i wait?
