ARTIST_NAME-SONG_NAME	ARTIST_URL	SONG_NAME	SONG_URL	LYRICS
ed sheeran-hearts don't break around here	https://www.azlyrics.com/e/edsheeran.html	hearts don't break around here	https://www.azlyrics.com/lyrics/edsheeran/heartsdontbreakaroundhere.html	she is the sweetest thing that i know, you should see the way she holds me when the lights go low, shakes my soul like a pot hole, every time, took my heart upon a one way trip, guess she went wandering off with it, unlike most women i know, this one will bring it back whole, daisies, daisies perched upon your forehead, oh my baby, lately i know, that every night i'll kiss you you'll say in my ear, oh we're in love aren't we?, hands in your hair, fingers and thumbs baby, i feel safe when you're holding me near, love the way that you conquer your fear, you know hearts don't break around here, oh yeah yeah yeah, yeah yeah yeah yeah, she is the river flow in orwell, and tin wind chimes used for doorbells, fields and trees and her smell, fill my lungs, spent my summer time beside her, and the rest of the year the same, she is the flint that sparks the lighter, and the fuel that will hold the flame, oh roses roses laid upon your bed spread, oh my, hold this, oh this, i know, that every night i'll kiss you you'll say in my ear, oh we're in love aren't we?, hands in your hair, fingers and thumbs baby, i feel safe when you're holding me near, love the way that you conquer your fear, you know hearts don't break around here, oh yeah yeah yeah, well i found love in the inside, the arms of a woman i know, she is the lighthouse in the night that will safely guide me home, and i'm not scared of passing over, or the thought of growing old, because from now until i go, every night i'll kiss you you'll say in my ear, oh we're in love aren't we?, hands in your hair, fingers and thumbs baby, i feel safe when you're holding me near, love the way that you conquer your fear, you know hearts don't break around here, oh yeah yeah, every night i'll kiss you you'll say in my ear, oh we're in love aren't we?, hands in your hair, fingers and thumbs baby, i feel safe when you're holding me near, love the way that you conquer your fear, you know hearts don't break around here, yeah yeah yeah, you know hearts don't break around here, oh yeah yeah yeah yeah
ed sheeran-how would you feel (paean)	https://www.azlyrics.com/e/edsheeran.html	how would you feel (paean)	https://www.azlyrics.com/lyrics/edsheeran/howwouldyoufeelpaean.html	you are the one girl, and you know that it's true, i'm feeling younger, every time that i'm alone with you, we were sitting in a parked car, stealing kisses in the front yard, we got questions we should not ask but, how would you feel, if i told you i loved you?, it's just something that i want to do, i'll be taking my time, spending my life, falling deeper in love with you, so tell me that you love me too, in the summer, as the lilacs bloom, love flows deeper than the river, every moment that i spend with you, we were sat upon our best friend's roof, i had both of my arms round you, watching the sunrise replace the moon, how would you feel, if i told you i loved you?, it's just something that i want to do, i'll be taking my time, spending my life, falling deeper in love with you, so tell me that you love me too, we were sitting in a parked car, stealing kisses in the front yard, we got questions we should not ask but, how would you feel, if i told you i loved you?, it's just something that i want to do, i'll be taking my time, spending my life, falling deeper in love with you, so tell me that you love me too, tell me that you love me too, tell me that you love me too
ed sheeran-barcelona	https://www.azlyrics.com/e/edsheeran.html	barcelona	https://www.azlyrics.com/lyrics/edsheeran/barcelona.html	well get up up on the dancefloor tonight, i've got two left feet and a bottle of red wine, making me feel like the beat and the bassline, are in my blood, both hands upon her waistline, get on up baby dance to the rhythm of the music, don't care what the dj chooses, get lost in the rhythm of me, place don't close until we wanna leave it, you and i we're flying on an aeroplane tonight, we're going, somewhere where the sun is shining bright, just close your eyes, and let's pretend we're dancing in the street, in barcelona, barcelona, barcelona, barcelona, well get up up on the dancefloor, move, it's a saturday night, i fell in love with the sparkle in the moonlight, reflected in your beautiful eyes, i guess that is destiny doing it right, and dance like they do in the mediterranean, spin you around me again and again and, you're like something that god has sent me, i want you baby, solamente, you and i we're flying on an aeroplane tonight, we're going, somewhere where the sun is shining bright, just close your eyes, and let's pretend we're dancing in the street, in barcelona, barcelona, barcelona, barcelona, barcelona, barcelona, oh barcelona, so let's pretend we're dancing in the street, in barcelona, las ramblas, i'll meet you, we'll dance around la sagrada familia, drinking sangria, mi nina, te amo mi carino, mamacita, rica, si tu, te adoro senorita, los otros, viva la vida, come on let's be free in barcelona, las ramblas, i'll meet ya, come on and dance with me, in barcelona, drinking sangria, i just want to be in barcelona, mamacita, rica, feel that summer breeze in barcelona, los otros, viva la vida, siempre vida barcelona
ed sheeran-way to break my heart	https://www.azlyrics.com/e/edsheeran.html	way to break my heart	https://www.azlyrics.com/lyrics/edsheeran/waytobreakmyheart.html	star sign, gemini, brown eyes, fair hair in the light, we called time last night, and i can't stop thinking 'bout her, and her lips upon mine, so soft, feelings i don't know the name of, under the clothes we take off, used to be two hearts in love, oh why, oh why am i alone?, did i, did i do something wrong?, am i the reason or have you found someone else?, so tell me, girl, how can i live without love?, how can i be what you want?, 'cause when the mornin' comes around, you're still gone and i'll say, how can i see through the dark?, all i can do is wonder where you are, are you happy in someone else's arms?, well, that's the way to break my, that's the way to break my, that's the way to break my, that's the way to break my, that's the way to break my, first love never dies, guess i'll see you in another life, twelve years down the line, there's just one thing i remember, her lips upon mine, so soft, feelings i don't know the name of, under the clothes we take off, used to be two hearts in love, oh why, oh why am i alone?, did i, did i do something wrong?, am i the reason or have you found someone else?, so tell me, girl, how can i live without love?, how can i be what you want?, 'cause when the mornin' comes around, you're still gone and i'll say, how can i see through the dark?, all i can do is wonder where you are, are you happy in someone else's arms?, well, that's the way to break my, that's the way to break my, that's the way to break my, that's the way to break my, that's the way to break my, that's the, that's the, that's the, did i, did i, that's the, that's the, that's the way to break my
aerosmith-make it	https://www.azlyrics.com/a/aerosmith.html	make it	https://www.azlyrics.com/lyrics/aerosmith/makeit.html	good evening people, welcome to the show!, got something here i want you all to know, when laughin' people bring on primal screams, you got to think of what it's gonna take to make your dreams!, make it!, don't break it, i said make it!, don't break it, do then ya feel like the world's coming down on you, you know that history repeats itself!, but you just learned, so by somebody else, you know you do, you gotta think up fast, you gotta figure what it's gonna take to make it last!, make it!, don't fake it, i said make it!, don't fake it, then you do, better weather, pull yourself together, don't be catchin' the blues!, better weather, pull yourself together, what have you got to lose!, you're only paying your dues!, too stinkin' proud but you're gonna pay!, if you're gone i'll get you anyway, although you know what you've been goin' through!, your only dreams feel like a tattoo!, make it!, don't break it, i said make it!, don't break it, then you do, better weather, pull yourself together, don't be catchin' the blues!, better weather, pull yourself together, what have you got to lose!
aerosmith-somebody	https://www.azlyrics.com/a/aerosmith.html	somebody	https://www.azlyrics.com/lyrics/aerosmith/somebody.html	i need a lady, not somebody shady, need someone to be close to, somebody cozy, not somebody nosy, help me see my whole day through, someone to share the load, somebody to walk the road i live on, live, good lord send me, good lord mend me, send me down someone for me, said i won't be choosy, you could send me a floozy, send me anybody, you please, somebody say you will, somebody further still, somebody, some somebody for me, now won't you send me somebody?, yeah, somebody, won't you send me somebody?, now won't you send me somebody?, well, call for somebody, scream loud and bloody, call woman, woman, come on to me, save for tomorrow, share all your sorrow, misery enjoys company, yes it does, yes it does, somebody say you will, somebody further still, somebody, some somebody for me, somebody say you will, somebody further still, somebody, some somebody for me
aerosmith-dream on	https://www.azlyrics.com/a/aerosmith.html	dream on	https://www.azlyrics.com/lyrics/aerosmith/dreamon.html	every time i look in the mirror, all these lines on my face getting clearer, the past is gone, it went by like dusk to dawn, isn't that the way?, everybody's got their dues in life to pay, yeah, i know nobody knows, where it comes and where it goes, i know it's everybody's sin, you got to lose to know, how to win, half my life's in books' written pages, live and learn from fools and from sages, you know it's true, all the things come back to you, sing with me, sing for the year, sing for the laughter, sing for the tear, sing with me if it's just for today, maybe tomorrow the good lord will take you away, yeah, sing with me, sing for the year, sing for the laughter, sing for the tear, sing with me if it's just for today, maybe tomorrow the good lord will take you away, dream on, dream on, dream on, dream until your dream comes true, dream on, dream on, dream on, dream until your dream comes through, dream on, dream on, dream on, dream on, dream on, dream on, dream on, ah, sing with me, sing for the year, sing for the laughter, sing for the tear, sing with me if it's just for today, maybe tomorrow, the good lord will take you away, sing with me, sing for the year, sing for the laughter, sing for the tear, sing with me if it's just for today, maybe tomorrow, the good lord will take you away
aerosmith-one way street	https://www.azlyrics.com/a/aerosmith.html	one way street	https://www.azlyrics.com/lyrics/aerosmith/onewaystreet.html	hey, look out yonder, what's that i see?, well, that old bogus honey coming after me, i thought you told her i was out of town, i wonder how she knowed i was hangin' around?, say listen baby, don't go wastin' your time, you keep a-comin' 'round you'll hear the same old line, you got a thousand boys you say you need 'em, you take what's good for you and i'll take my freedom, 'cause lately it's been so hard now to make ends meet, ooh, yes it has, and honey, your heading down a one way street, and i gotta go the other way, i thought i knew her, my cagey lady, how could my sunshine be so damn shady?, she'll say she'll love to talk a conversation, but i'm the one that makes my situation, this one way city that i thought i knew, it's such a pity, honey, that's it for you, because lately it's been so hard now to make ends meet, and honey, your heading down a one way street, i just gotta go the other way, you know what i'm talkin' about, baby, i seen that butterfly you tried to put on your can, i'm gonna get me some a that, ah, there's nothin' over here i never showed ya, i made it pretty clear i'm glad to know ya, you know your brother spike, he's on the level, but you always lookin' like your mad at the devil, don't say i cop a 'tude, it's all forgotten, it's just you're much too rude, your fruits are rotten, you know i work so hard to keep it alive, now all i hear from you is nothin' but jive, because lately it's been so hard now to make ends meet, hey, and honey, your heading down a one way street, and i gotta go the other way, yes i do, yeah, oh, lately it's been so hard now to make ends meet, and honey, your heading down a one way street, and i really do feel that i got to be movin' on, hey hey hey um hey, hey baby, hey baby, hey baby, hey oh baby, and your heading down a one way street, yeah, you're foolin' everybody you meet, i said your heading down a one way street, and you're foolin' everybody you meet, i said your heading down a one way street, well, you're foolin' everybody but me, i said your heading down a one way street, and you're foolin' everybody you meet, i said your heading down a one way street, when you're foolin' everybody you meet, i said your heading down a one way street, when you're foolin' everybody you meet, i said your heading down a one way street, you got to get yourself back on your feet, well, no baby, fooling everybody you meet, oh, baby, humming everybody, chewing everybody, booting everybody, loving everybody, licking everybody you meet
aerosmith-walkin' the dog	https://www.azlyrics.com/a/aerosmith.html	walkin' the dog	https://www.azlyrics.com/lyrics/aerosmith/walkinthedog.html	mary mack, dressed in black, silver buttons up and down her back, how'd i know? yes, she told, she broke her needle, now she can't sew, walkin' the dog, i'm just a-walkin' your dog, well, if you don't know how to do it, i'll show you how to walk the dog, ask your mama for fifteen cents, to see the elephant jump the fence, it jumped so high, it touched the sky, didn't come back 'til the fourth of july, i'm walkin' the dog, i'm just a-walkin' your dog, well, if you don't know how to do it, i'll show you how to walk the dog, mary mary, quite contrary, how does your garden grow?, well well, silver bells and little bitty bitty white shells, pretty maids all in a row, walkin' your dog, i'm just a-walkin' your dog, well, if you don't know how to do it, i'll show you how to walk the dog, yeah, well, if you don't know how to do it, i'll show you how to walk the dog, well, if you don't know how to do it, i'll show you how to walk the dog
aerosmith-same old song and dance	https://www.azlyrics.com/a/aerosmith.html	same old song and dance	https://www.azlyrics.com/lyrics/aerosmith/sameoldsonganddance.html	get yourself cooler, lay yourself low, coincidental murder, with nothing to show, with the judge, constipation will go to his head, and his wife's aggravation, you're soon enough dead, it's the same old story, same old song and dance, my friend, it's the same old story, same old song and dance, my friend, gotcha with the cocaine they found with your gun, no smoothy face laywer to getcha undone, say love ain't the same on the south side of town, you could look, but you ain't gonna find it around, it's the same old story, same old song and dance, my friend, it's the same old story, same old story, same old song and dance, fate comes a-knockin', doors start lockin', your old time connection, change your direction, ain't gonna change it, can't rearrange it, can't stand the pain when it's all the same to you, my friend, when you're low down and dirty, from walkin' the street, with your old hurdy-gurdy, no one to meet, say love ain't the same, on the south side of town, you could look, but you ain't gonna find it around
aerosmith-lord of the thighs	https://www.azlyrics.com/a/aerosmith.html	lord of the thighs	https://www.azlyrics.com/lyrics/aerosmith/lordofthethighs.html	down to who knows who, just to socialize. i'm waiting for my girls, when you call my eyes. you got no way to make a man honey, you got to understand. i'm your man, child. lord of the thighs. well, well, lordie my god, what do we got here?, she's flashin' 'cross the floor, make it perfectly clear. you're the bait, and you're the hook, someone 'bound to take a look. i'm your man, child. lord of the thighs. you must of come here to find it, you've got the look in your eyes. although you really don't mind it -, i am the lord of your thighs!, you must of come here to find it baby, you've got the look in your eyes. although you really don't mind it -, i am the lord of your thighs!
aerosmith-woman of the world	https://www.azlyrics.com/a/aerosmith.html	woman of the world	https://www.azlyrics.com/lyrics/aerosmith/womanoftheworld.html	well she's a woman of the world, and god she knows it, she'll turn my head every time she shows it, yeah, nothin' you can do, nothin' you can say, no way you can try to change her way, she might be gone tomorrow, honey say what you gotta say, lordy what a woman, how ya feelin', well i tried so hard to please her, she'd give me a look if i beg to tease her, there's nothin' you can say, nothin' you can do, no way you can try to coochie coo, she might be gone tomorrow, oh lordy what you gonna do?, and i tried with an open hand and a heart of sorrow, hoped that everything would be alright, don't save too much lovin' for tomorrow, get out all your lovin' here tonight, she got big-eyed cats, she got coats of sable, she seats forty-four at her dinner table, and there's nothin' you can do, nothin' you can say, no way you can try to change her way, she might be gone tomorrow, oh throwin' it all away
aerosmith-s.o.s. (too bad)	https://www.azlyrics.com/a/aerosmith.html	s.o.s. (too bad)	https://www.azlyrics.com/lyrics/aerosmith/sostoobad.html	stagecoach lady, hourglass body, makin' things glow in the night, well, she would if she could, and she'd be good if she would, only tell her lover she'd be out tonight, 'cause i'm a bad, a lonely school boy, and i'm a rat, and it's too bad, can't get me none of that, salt lake city, salt-lickin' bitties, bogies turn, stinkin' of gin, well my daddy was hard, his face was pretty scarred, from kickin' ass to playin' poker to win, 'cause i'm a bad, a lonely school boy, and i'm a rat, and it's too bad, can't get me none of that, it's too bad, it's too bad, can't get me none of that, new sold lady, my mama cady, chivalry was born at her feet, well she should have thought twice, when pa showed his dice, imagine puttin' my daddy to sleep, 'cause i'm a bad, a lonely school boy, and i'm a rat, and it's too bad, can't get me none of that, it's too bad, lord, it's too bad, i said it's too bad, lord, it's too bad, i said it's too bad, it's too bad, you know it's too bad, it's too bad
aerosmith-seasons of wither	https://www.azlyrics.com/a/aerosmith.html	seasons of wither	https://www.azlyrics.com/lyrics/aerosmith/seasonsofwither.html	blues hearted lady, sleepy was she, love for the devil brought her to me, tears of a thousand drawn to her sin, seasons of wither holdin' me in, oooh woe is me, i feel so badly for you, oooh woe is me, i feel so sadly for you in time, bound to lose your mind, live on borrowed time, take the wind right out of your sail, fireflies dance in the heat of, hound dogs that bay at the moon, my ship leaves in the midnight, can't say i'll be back too soon, they awaken, far far away, heat of my candle show me the way, tears of a thousand drawn to her sin, seasons of wither holdin' me in
aerosmith-pandora's box	https://www.azlyrics.com/a/aerosmith.html	pandora's box	https://www.azlyrics.com/lyrics/aerosmith/pandorasbox.html	when i'm in heat and someone gets a notion, i jump to my feet, i hoof it to the ocean, we hit a beach where no one give a hoot, nobody never ever wears a suit, the ladies there, they look so proud, that's cause they know that their well endowed, i ain't much on fannie's conversation, or care to much about her operation, but every time pandora come my way, i get high, can't explain the sensation, to get it on i got to watch what i say, or i'll catch hell from the women's liberation, sweet pandora, godlike aura, smellin' like a flora, open up your door-a for me, sweet pandora, mama crack a smile for me, just for me, now i ain't what you'd call a city slicker, or claim to fame to be a slitty licker
aerosmith-uncle salty	https://www.azlyrics.com/a/aerosmith.html	uncle salty	https://www.azlyrics.com/lyrics/aerosmith/unclesalty.html	uncle salty told me stories of a lonely, baby with a lonely kind of life to lead, my mammy was lusted, daddy he was busted, they left her to be trusted till the orphan bleeds, but when she cried at night, no one came, and when she cried at night, went insane, uncle salty told me when she was just a baby, that she'd get by and maybe someday she'd see, but soon she found her mother's love for all the others, the pushers and the shovers was the life to lead, but when she cried at night, no one came, and when she cried at night, went insane, oooh, it's a sunny day outside my window, oooh, it's a sunny day outside my window, oooh, oh yeah, oooh, oh yeah, yeah yeah, now she's doin any for money and a penny, a sailor with a penny or two or three, hers is the cunning for men who come a-runnin', they all come for fun and it seems to me, that when she cried at night, no one came, and when she cried at night, went insane, oooh, it's a sunny day outside my window
aerosmith-adam's apple	https://www.azlyrics.com/a/aerosmith.html	adam's apple	https://www.azlyrics.com/lyrics/aerosmith/adamsapple.html	back when cain was able, way before the stable, lighting struck right down from the sky, a mother ship with fate said let's give it a try, conscience was related, man he was created, lady luck took him by surprise, a sweet and bitter fruit, it surely opened his eyes, well she ate it, lordy it was love at first bite, well she ate it, never knowin wrong from right, even eve in eden, voices tried deceiving, with lies that showed the lady the way, at first she stopped turned and tried to walk away, man he was believer, lady was deceiver, so the story goes but you see, that snake was he, she just climbed right up his tree, evil came like rainin', who knows who's to blamin', something tried to lay her to waste, and all she want and need was just a little taste.
aerosmith-big ten inch record	https://www.azlyrics.com/a/aerosmith.html	big ten inch record	https://www.azlyrics.com/lyrics/aerosmith/bigteninchrecord.html	got me the strangest woman, believe me this trick's no cinch, but i really get her going, when i whip out my big 10 inch, record of a band that plays the blues, well a band that plays its blues, she just love my big 10 inch, record of her favorite blues, last night i tried to tease her, i gave my love a little pinch, she said now stop that jivin', now whip out your big 10 inch, record of a band that plays those blues, well a band that plays the blues, she just loves my big 10 inch, record of her favorite blues, i, i, i cover her with kisses, and when we're in a lover's clinch, she gets all excited, when she begs for my big 10 inch, record of a band that plays those blues, well a band that plays the blues, she just love my big 10 inch, record of her favorite blues, my girl don't go for smokin', and liquor just make her flinch, seems she don't go for nothin', 'cept for my big 10 inch, record of a band that plays the blues, band that play the blues, she just love my big 10 inch, record of her favorite blues
aerosmith-sweet emotion	https://www.azlyrics.com/a/aerosmith.html	sweet emotion	https://www.azlyrics.com/lyrics/aerosmith/sweetemotion.html	sweet emotion, sweet emotion, talk about things that nobody cares, wearing other things that nobody wears, you're callin' my name, but i gotta make it clear, i can't say, baby, where i'll be in a year, some sweat hog mama with a face like a gent, said my get up and go must've got up and went, well, i got good news: she's a real good liar, 'cause a backstage boogie set your pants on fire, sweet emotion, sweet emotion, i pulled into town in a police car, your daddy said i took it just a little too far, you're tellin' other things, but your girlfriend lied, you can't catch me 'cause the rabbit done died, yes it did, standin' in the front just a-shakin' your ass, i take you backstage you can drink from my glass, i talk about something you can sure understand, 'cause a month on the road and i'll be eatin' from your hand
aerosmith-no more no more	https://www.azlyrics.com/a/aerosmith.html	no more no more	https://www.azlyrics.com/lyrics/aerosmith/nomorenomore.html	blood stains the ivories on my daddy's baby grand, ain't seen the daylight since we started this band, no more, no more, store-bought clothes fallin' 'part at the seams, tea leaf-readin' gypsies fortune-tellin' my dreams, no more, no more, holiday inn, lock the door with a chain, you love 'em and you hate it but to me they're all the same, no more, no more, baby i'm a dreamer, found my horse and carriage, stalemate jailbait ladies can't refuse, you love 'em then you leave 'em with your sold out reviews, no more, no more, sweet-talkin' bar room ladies disease, slippin' with her lips slidin' down your knees, no more, no more, *** screamer, bound to a wife in marriage, baby i'm a dreamer, found my horse and carriage, ladies hold the aces while my lovers call it passion, the men call it pleasure but to me it's old fashioned, times they're a-changin' nothing ever stands still, if i don't stop changin' i'll be writin' my will, it's the same old story never get a second chance, for a dance to the top of the hill, babe i'm a dreamer, found my horse and carriage
aerosmith-round and round	https://www.azlyrics.com/a/aerosmith.html	round and round	https://www.azlyrics.com/lyrics/aerosmith/roundandround.html	if you believe in me, like i believe in you, you wouldn't be tellin' me things, that weren't exactly true, now everythin' changes, ain't nothin' the same, i'm gettin' the strangest feelin' baby, i can't remember my name, cause the life i been livin', and the love i been givin', would be sure to set you spinnin', but you ain't never touchin' ground, and i'm round and round, well it was one for all, and it was all for one, and everything that we did, never bothered no one, can you remember the days, when you were sweet sixteen, and always caught in the blaze, of someone else's dreams, i'm goin' round and round, i'm goin' round and round
aerosmith-you see me crying	https://www.azlyrics.com/a/aerosmith.html	you see me crying	https://www.azlyrics.com/lyrics/aerosmith/youseemecrying.html	you see me crying, don't let it getcha down. you see me crying, i'm back to the lost and found. honey whatcha done to your head?, honey was it the words i said?, honey whatcha done to your head?, honey was it the words i said?, you see me crying, say your a ladies man. you see me crying, i'm so hard to understand. honey whatcha done to your head?, honey was the words that i said?, honey whatcha done to your head?, honey was the words that i said?, you see me crying, please say you'll stick around. and i got to be your lover, hon, let me take you to town. and i'll show you everything that i know. and i'll never let you go. cause my love is like a merry-go-around. honey whatcha done to your head?, honey was the words that i said?, honey whatcha done to your head?, honey was the words that i said?, ahhh
aerosmith-sight for sore eyes	https://www.azlyrics.com/a/aerosmith.html	sight for sore eyes	https://www.azlyrics.com/lyrics/aerosmith/sightforsoreeyes.html	uuhh!, goin' downtown, goin' down, goin' down, 'neath the city, eatin' ground round, underground is pretty gritty, i turned the screw she held the light, that's when i knew she was a, sight for sore eyes, she was a sight for sore eyes, she was a sight for sore eyes, she was a sight for sore eyes, playin' no fair, sleepin' under stairs, downtown's a pity, takin' fair square, never where it's pretty gritty, i turned the screw she held the knife, oh holy jesus, she's a sight for sore eyes, you a sight for sore eyes, turnin' in style, walk a mile for your titty, naked foul while under there, underwear that's pretty gritty, hey, don't you know people, she's a love lust hussy, she left, oh, she rust me, dear old girl, she was a sight for sore eyes but she was sittin' pretty, sight for sore eyes she was a nitty gritty, sight for sore eyes, sight for sore eyes, peeled back and parted, even in the car, it was delight or demise, i'm livin' like a leopard king, sight for sore eyes, she was a sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes, sight for sore eyes
aerosmith-milk cow blues	https://www.azlyrics.com/a/aerosmith.html	milk cow blues	https://www.azlyrics.com/lyrics/aerosmith/milkcowblues.html	well i tried everything, just to get along with you, and i'm gonna tell you just, what i'm gonna do, well i'm sick of all your cryin, when you should be leavin me alone, if you don't believe me, you pack my bag, i'm gone, won'tcha please, a don't that sun look good goin' down, you almost lost your love girl, when your ol' man ain't around, won'tcha please, don't that sun look good goin' down, won't you please, don't that sun look good goin' down, well you best believe that i love ya baby, when your ol man ain't around, new dance!, go!, won'tcha you please, don't that sun look good goin' down, won't you please.woo, don't that sun look good goin' down, well you best believe that i love ya baby, when your ol' man ain't around, and around and around and, around and around and, around and round and, round and round and, round and round.yak yak yak yak ya.
aerosmith-no surprize	https://www.azlyrics.com/a/aerosmith.html	no surprize	https://www.azlyrics.com/lyrics/aerosmith/nosurprize.html	1971, we all heard the starters gun, new york is such a pity, but at max's kansas city we won, we all shot the shit at the bar, with johnny o' toole and his scar, and then old clive davis said, he's surely gonna make us a star, i'm gonna make you a star, just the way you are, but with all his style, i could see in his eyes, that we is goin' on trial, and it was no surprize, the boys kept kickin' ass, as usual time would tell, but some bitch in the choir, throw water on the fires of hell, she loved to show and tell, lord, she loved to tell, but with all our style, you could see in our eyes, that we is still on trial, and it was no surprize, no surprize, no surprize, no surprize, midnight lady, situation fetal, vaccinate your ass with your phonograph needle, i say looky here, friend of mine, you scratch like you need calamine, flamingo boots, soles a creakin', still in love and puerto rican too, ridin' on wheels of hell, smokin' our axle grease, oh, the backstage is rockin', and we're coppin' from the local police, that's right, the local police, or the juctice of peace, but with all our style, you could see in our eyes, that we is still on trial, baby, it's no surprize, no surprize, no surprize, no surprize, rock n' roll, junkie whore, got my foot inside the door, knock knock, knock knock, knock, nobody's keepin' score, bad times go away, come again some other day, topaz and sazzafraz, will keep the blues away, candy store, rock n' roll, corporation jellyroll, play the singles, it ain't me, it's programmed insanity, you ascap, if bmi, could ever make a mountain fly, if japanese can boil teas, then where the fuck's my royalties.aar, yak yak yak yak 'oow
aerosmith-chiquita	https://www.azlyrics.com/a/aerosmith.html	chiquita	https://www.azlyrics.com/lyrics/aerosmith/chiquita.html	ooooh, on the beach in cartegena, she, salty baby with the name, oh, chiquita, no no, chiquita, she, takes me walkin' in de sunshine, she, she'll be lovin' 'til de moon shine, love chiquita, oh love chiquita, she, got the poppy eyed desire, tease, 'til the boys put out your fire, love chiquita, oh, love chiquita, oh, no, no, now don't you wake me up, i'm dreamin', no, no, no, if you shake me i'll be screamin', love chiquita, oh, love chiquita
aerosmith-cheese cake	https://www.azlyrics.com/a/aerosmith.html	cheese cake	https://www.azlyrics.com/lyrics/aerosmith/cheesecake.html	i met a babe in a backseat drive-in, back in the saddle she'd sit, pulled on the reins just to keep me risin', she loved to chomp at the bit, daddy do it, ooh, just do it, daddy do it, please let me see, do it, please just do it daddy, do it, do it, drivin' me crazy, she always walks with her eyes, down on her bootlace, she lives to give it away, she don't believe in the right time or the wrong place, she's always liable to say, daddy do it, ooh, just do it, daddy do it, please let me see, do it, please just do it daddy, do it, do it, drivin' me crazy, cheese cake, looser than her sister, cheese cake, uum.her sugar gets me high, she knows i can't resist her, cheese cake, got my fingers in her pie, cheese cake, cheese cake, sneakin' out the back door, cheese cake, rollin' down the lawn, everybody kissed her, cheese cake, oh, at the crack of dawn, cheese cake, daddy do it, ooh, just do it, daddy do it, please let me see, daddy do it, please just do it daddy, do it, do it, do it, drivin' me crazy, cheese cake, looser than her sister, cheese cake, uum.her sugar gets me high, she knows i can't resist her, cheese cake, got my fingers in her pie, cheese cake, cheese cake, cheese cake, cheese cake, cheese cake, cheese cake, cheese cake, cheese cake, cheese cake
aerosmith-three mile smile	https://www.azlyrics.com/a/aerosmith.html	three mile smile	https://www.azlyrics.com/lyrics/aerosmith/threemilesmile.html	oh. take a walk in the warm new england sun, ain't no time to look for clues, you get the point from uncle sam's loaded gun, who be the hand that light the fuse, a take a look, take a look at my old billy goat, he used to raise all kinds of hell, he took a dose of radiation dope, a back in the barn is where he felt, like hell, aar.lucy, chromosome, lucy, superdome, what makes you think you patronizin' my old friends, after you ride in my car, car, what do you do when your oil's mexican, opec boys, you went too far, too far, aar.lucy, superdome, lucy, chromosome, aar.lucy, papadum, lucy, sing the song, dig it up, live it up, a dig it up, live it up, look out!
aerosmith-reefer head woman	https://www.azlyrics.com/a/aerosmith.html	reefer head woman	https://www.azlyrics.com/lyrics/aerosmith/reeferheadwoman.html	i got a reefer headed woman, she fell right down from the sky, woh.i got a reefer head a woman, she fell right down from the sky, well, i gots to drink me a two fifths of whiskey, just to get half as high, when the good lord made that woman, he sure went to town, oooh.when the good lord made that woman, he sure went to town, well, when he was feelin' high, oooh.he sure should have been feelin' low, oh mr. perry!, i got a reefer headed woman, lord.she fell right down from the sky, uuum.got a reefer headed woman, she fell right down from the sky, lord, i gots to drink me two fifths of whiskey, just to get, just to get, half as high
aerosmith-bone to bone (coney island white fish boy)	https://www.azlyrics.com/a/aerosmith.html	bone to bone (coney island white fish boy)	https://www.azlyrics.com/lyrics/aerosmith/bonetoboneconeyislandwhitefishboy.html	flatbush boy cruisin' sheepshead bay, his boardwalk mama just a sniff away, underground dmt, ridin' thunder train, the coney island white fish boy is on the run again, ooooh, runnin' with the pack, ooooh, and never lookin' back, ooooh, know's just where he's been, that coney island white fish boy's, been there and back again, sixteen years with his boardwalk queen, and at steeplechase, she used to wet his dreams, she combs her hair, that flamin' jewel, streaked with clorox bleach, coney gettin' down and dirty, snortin' up the beach, and she'd be screamin', and she'd be dreamin', go get 'em coney, bone to bone screamin', she be screamin', in town, get back in town, get back, a get down, get back in town, coney!, she'd be screamin', best believe it
aerosmith-think about it	https://www.azlyrics.com/a/aerosmith.html	think about it	https://www.azlyrics.com/lyrics/aerosmith/thinkaboutit.html	when will the clouds all blow it away, when will the good people have their say, now i hope you're still around to see the day, take a while, think about it, take a while, think about it, take a while, think about it, who's gonna tell what is up or down, who can be the king or be the clown, then climb your tree, take a look around, take a while, think about it, take a while, think about it, take a while, think about it, take it nobody out, if it in the tame, that which is now, will be again, who can decide who is insane, take a while, think about it, take a while, think about it, take a while, think about it
